Problem Size,Solve Time (seconds),Satisfiable
10,8.893013000488281e-05,True
10,4.792213439941406e-05,False
10,1.1920928955078125e-05,False
10,2.6226043701171875e-05,True
10,2.7418136596679688e-05,True
10,2.3603439331054688e-05,False
10,2.6226043701171875e-05,True
10,2.3365020751953125e-05,False
10,2.7894973754882812e-05,True
10,1.9550323486328125e-05,False
16,5.650520324707031e-05,False
16,4.38690185546875e-05,True
16,5.9604644775390625e-05,True
16,4.506111145019531e-05,True
16,5.8650970458984375e-05,False
16,6.985664367675781e-05,False
16,5.316734313964844e-05,True
16,3.62396240234375e-05,True
16,6.031990051269531e-05,False
16,5.245208740234375e-05,False
24,8.988380432128906e-05,False
24,0.00011754035949707031,False
24,0.0001323223114013672,False
24,0.00013208389282226562,False
24,0.0001266002655029297,False
24,0.00010848045349121094,False
24,0.0001347064971923828,False
24,9.989738464355469e-05,True
24,0.0001068115234375,True
24,0.00010037422180175781,False
32,0.0001895427703857422,False
32,0.00013971328735351562,False
32,0.0001614093780517578,False
32,0.00024008750915527344,True
32,0.00017547607421875,False
32,0.00017714500427246094,False
32,0.00019121170043945312,True
32,0.00022101402282714844,False
32,0.00016117095947265625,False
32,0.0001697540283203125,False
36,0.00021529197692871094,False
36,0.0002655982971191406,False
36,0.0001926422119140625,False
36,0.00026106834411621094,False
36,0.00017952919006347656,False
36,0.00026297569274902344,False
36,0.00018358230590820312,False
36,0.0002675056457519531,False
36,0.00024366378784179688,False
36,0.0002932548522949219,False
40,0.0003199577331542969,False
40,0.00021910667419433594,True
40,0.00035071372985839844,False
40,0.00024437904357910156,False
40,0.0003619194030761719,True
40,0.00019621849060058594,False
40,0.0002970695495605469,False
40,0.00036454200744628906,True
40,0.0002498626708984375,False
40,0.0002257823944091797,True
44,0.0002689361572265625,False
44,0.00031948089599609375,False
44,0.0004971027374267578,False
44,0.0003857612609863281,False
44,0.00031876564025878906,False
44,0.00022673606872558594,False
44,0.0002856254577636719,False
44,0.000431060791015625,False
44,0.0003552436828613281,False
44,0.00028228759765625,False
48,0.0004956722259521484,False
48,0.0004203319549560547,False
48,0.0004448890686035156,False
48,0.0003807544708251953,False
48,0.0003628730773925781,False
48,0.0003943443298339844,False
48,0.00045228004455566406,False
48,0.00027823448181152344,True
48,0.0003800392150878906,False
48,0.0008015632629394531,True
20,0.0003924369812011719,False
20,0.00011682510375976562,False
20,5.078315734863281e-05,True
20,0.00034999847412109375,True
20,0.00011897087097167969,False
20,5.340576171875e-05,True
20,0.00010848045349121094,True
20,0.0010671615600585938,False
20,0.00013136863708496094,False
20,5.173683166503906e-05,True
40,0.0002238750457763672,True
40,0.00021958351135253906,False
40,0.0002868175506591797,False
40,0.00025963783264160156,True
40,0.00010085105895996094,True
40,0.00012636184692382812,True
40,0.00026416778564453125,False
40,0.0002713203430175781,False
40,0.0003466606140136719,False
40,0.00012230873107910156,True
60,0.0008475780487060547,False
60,0.0004036426544189453,False
60,0.0007698535919189453,False
60,0.0002353191375732422,True
60,0.0006668567657470703,True
60,0.0006735324859619141,True
60,0.0010514259338378906,False
60,0.0008523464202880859,False
60,0.0008127689361572266,False
60,0.00039386749267578125,True
80,0.0008375644683837891,False
80,0.0008957386016845703,True
80,0.0022521018981933594,True
80,0.0009677410125732422,False
80,0.0008821487426757812,False
80,0.0009119510650634766,True
80,0.002262592315673828,False
80,0.002255678176879883,False
80,0.0016329288482666016,False
80,0.001199960708618164,False
90,0.0031821727752685547,False
90,0.003168821334838867,True
90,0.002412557601928711,False
90,0.001684427261352539,False
90,0.002008199691772461,False
90,0.0019965171813964844,False
90,0.0027344226837158203,False
90,0.0021347999572753906,False
90,0.0024569034576416016,False
90,0.003705263137817383,False
100,0.002357006072998047,False
100,0.001491546630859375,False
100,0.005632162094116211,False
100,0.002476215362548828,True
100,0.003878355026245117,False
100,0.004837751388549805,False
100,0.002482175827026367,False
100,0.002692699432373047,False
100,0.002585887908935547,False
100,0.0005602836608886719,True
110,0.002664804458618164,False
110,0.008508443832397461,False
110,0.0062181949615478516,False
110,0.004602909088134766,False
110,0.003108501434326172,False
110,0.0007364749908447266,True
110,0.003167867660522461,False
110,0.0024886131286621094,False
110,0.0034911632537841797,False
110,0.003030538558959961,False
120,0.00836944580078125,False
120,0.006387472152709961,False
120,0.002422332763671875,False
120,0.08977913856506348,False
120,0.013404369354248047,False
120,0.011838912963867188,False
120,0.0026373863220214844,False
120,0.008421182632446289,False
120,0.005242586135864258,False
120,0.002628803253173828,True
40,6.914138793945312e-05,False
40,0.0001316070556640625,False
40,0.00019621849060058594,False
40,0.00012946128845214844,False
40,6.532669067382812e-05,True
40,0.00012135505676269531,False
40,5.2928924560546875e-05,True
40,5.5789947509765625e-05,True
40,9.655952453613281e-05,False
40,0.0001239776611328125,False
80,0.0007059574127197266,False
80,0.0005817413330078125,True
80,0.0006384849548339844,False
80,0.0010139942169189453,False
80,0.0004775524139404297,True
80,0.00020170211791992188,True
80,0.00020313262939453125,True
80,0.0008196830749511719,False
80,0.0008378028869628906,False
80,0.0008969306945800781,False
120,0.0021920204162597656,True
120,0.0022432804107666016,True
120,0.0025835037231445312,True
120,0.002672433853149414,False
120,0.0033063888549804688,False
120,0.0032091140747070312,False
120,0.0006070137023925781,True
120,0.0028853416442871094,False
120,0.0011889934539794922,True
120,0.0028831958770751953,False
160,0.009901285171508789,False
160,0.011289358139038086,False
160,0.010312080383300781,False
160,0.008930683135986328,True
160,0.011476993560791016,False
160,0.0053806304931640625,True
160,0.013925552368164062,False
160,0.018255233764648438,False
160,0.0009620189666748047,True
160,0.0031805038452148438,True
180,0.006057024002075195,True
180,0.01572132110595703,False
180,0.02670145034790039,False
180,0.009918451309204102,True
180,0.01119685173034668,False
180,0.004435539245605469,True
180,0.0064165592193603516,True
180,0.014609813690185547,False
180,0.017762422561645508,False
180,0.010849237442016602,True
200,0.014481782913208008,True
200,0.0024781227111816406,True
200,0.013583898544311523,False
200,0.04001593589782715,False
200,0.03145742416381836,True
200,0.016347169876098633,False
200,0.02520751953125,False
200,0.025363922119140625,False
200,0.0032351016998291016,True
200,0.004731893539428711,True
220,0.0077610015869140625,True
220,0.018294095993041992,True
220,0.002173185348510742,True
220,0.00639653205871582,True
220,0.005519390106201172,True
220,0.02794051170349121,False
220,0.030874013900756836,False
220,0.0066106319427490234,True
220,0.021050691604614258,False
220,0.038571834564208984,False
240,0.05784773826599121,False
240,0.07649469375610352,False
240,0.059287309646606445,True
240,0.05407524108886719,False
240,0.055548667907714844,False
240,0.005926370620727539,True
240,0.04208517074584961,False
240,0.05590033531188965,False
240,0.006182670593261719,True
240,0.10764193534851074,False
